id,trigger,conditions,script,text,options,notes
hegtales_Quest3Fruscastart,PickGreeting,"$id == hegtales_frusca
$global.hegtales_Quest3_GO_TO_UMBRA
!$metfrusca",BeginConversation hegtales_frusca,"""Eh? Who is it?"" The man's gruff voice crackles through the comms as his face appears on the screen. His rugged appearance is matched by the worn but unmistakable gear of an ex-Navy Sindrian Diktat officer —now clearly turned to piracy and lawlessness.

""Well? What do you want?""
","hegtales_frusca_start1:""Corby sent me. ‘Special Satelite' ring any bells?""",
hegtales_Quest3FruscaStart1,DialogOptionSelected,$option == hegtales_frusca_start1,$metfrusca = true,"The man's brow furrows deeply, ""That fat bastard owes me money,"" he growls, leaning closer to the screen as if to emphasize his point. ""I've told him repeatedly —pay his debt or don't bother sending anyone my way.""

He crosses his arms, his posture radiating defiance. ""So, unless you're here to settle his tab or offer me something better, I suggest you turn that ship of yours around and get lost.""",cutCommLink:Close comms,
hegtales_Quest3FruscaTalk,PopulateOptions,"$id == hegtales_frusca
$global.hegtales_Quest3_GO_TO_UMBRA
$metfrusca
!$global.hegtales_Quest2_SET_THE_BEACON",,,"hegtales_frusca_talk1:""How much is Corby's tab?""",
hegtales_Quest3FruscaTalk1,DialogOptionSelected,$option == hegtales_frusca_talk1,"SetTextHighlights 1,000,000
DoCanAffordCheck 1000000 hegtales_frusca_talkAccept false
#AddTextSmall ""This will make increase your relations with the Luddic Path, so they will not be hostile anymore. There are many Fanatic and Hostile Luddic Path fleets around, so still be watchful for them."" gray","The man raises an eyebrow, clearly surprised you're even entertaining the idea of settling Corby's debt. He swivels in his chair, glancing at a screen off-camera. His fingers tap rapidly as he scrolls through a list of entries, muttering under his breath.

""The Chico job… The whole mess in Ragnar… And that thing in…"" He trails off,.

""1,000,000 credits, give or take,"" he finally declares, ""So, unless you've got that kind of cash lying around, I don't see how we're going to do business.""","hegtales_frusca_talkAccept:""Here you go.""
hegtales_frusca_talkAsk:""1,000,000 credits? What did he even do?""
hegtales_frusca_talkCancel:""I will think about it.""",
hegtales_frusca_talkAsk,DialogOptionSelected,$option == hegtales_frusca_talkAsk,"$global.wheredamoneycorby = true
SetEnabled hegtales_frusca_talkAsk false","""Owe me money. Ask him, he will surely tell you.""

""Or not.""",,
hegtales_frusca_talkCancel,DialogOptionSelected,$option == hegtales_frusca_talkCancel,FireAll PopulateOptions,"""Don't waste my time.""",,
hegtales_frusca_talkAccept,DialogOptionSelected,$option == hegtales_frusca_talkAccept,"$global.wheredamoneycorby = false
$global.hegtales_Quest3_SET_THE_BEACON = true
$global.paidfruscanosteal = true

Call $global.hegtales_Quest3_ref updateStage","Frusca glances at the screen as the credit transfer completes. He turns back to his monitors, tapping through several feeds before finally nodding toward you.

""Good. The satellite is stored in a nearby warehouse. I’m sending you the coordinates now."" Your comms officer signals a thumbs-up, confirming the data has been received.

Frusca leans closer to the screen ""Just a little reminder, $playerName. Isaias, the Sindrian, is expecting a drug shipment. If you’re clever, you might be able to use that to get the information you need from him without a pointless fight.""",hegtales_frusca_talkAccept2:Continue,
hegtales_frusca_talkAccept2,DialogOptionSelected,$option == hegtales_frusca_talkAccept2,AddPotentialContact hegtales_frusca,"He reclines back into his chair. ""In any case, if you’re looking for more work, feel free to contact me. You seem like a... useful individual.""",cutCommLink:Close comms,
hegtales_Quest3_frusca_raid,PopulateOptions,"$id == hegtales_frusca
$global.hegtales_Quest3_GO_TO_UMBRA
$metfrusca
!$global.hegtales_Quest2_SET_THE_BEACON","$raidDifficulty = 500 0
$raidGoBackTrigger = PopulateOptions 0
$entity.raidContinueTrigger = hegtales_Quest3RaidFinishedC 0
$raidRestrictToTrigger = hegtales_Quest3RaidFinishedB 0
AddRaidObjective genericIcon ""Raid's Frusca Compound"" HIGH 3000 hegtales_Quest3RaidFinishedB true
FireBest hegtales_Quest3CheckHostilesNearby",,"hegtales_Quest3_frusca_preRaid:""Raid Frusca's compound for the Satelite and the information.""",
hegtales_Quest3_frusca_PreRaid,DialogOptionSelected,$option == hegtales_Quest3_frusca_preRaid,ShowImageVisual raid_prepare,"Raiding Frusca's compound to retrieve the satellite is a bold and risky move. It would undoubtedly anger both Corby and Frusca, potentially ruining your relationship with the former. However, it might be the quickest way to secure the satellite and proceed with the mission.",mktRaidNonMarket:Continue,
hegtales_Quest3RaidFinishedB,hegtales_Quest3RaidFinishedB,,,"Soon enough, your marines storm into Frusca's compound, located in the heart of the command center of the pirate haven of Umbra. The sudden and decisive assault throws most of the pirates into complete disarray, scattering them like leaves in the wind. Your men swiftly subdue the resistance, escorting the old pirate to a shuttle amidst the chaos.",,
hegtales_Quest3RaidFinishedC,hegtales_Quest3RaidFinishedC,,"AdjustRepPerson hegtales_frusca VENGEFUL -50
AddTextSmall ""Extracted Frusca from his compound."" highlight
$global.wheredamoneycorby = false","Before long, Frusca finds himself on the brig of your ship, bound and visibly roughed up from the confrontation.

",hegtales_Quest3_frusca_RaidFinished2:Go to the brig,
hegtales_Quest3_frusca_RaidFinishedContinue2,DialogOptionSelected,$option == hegtales_Quest3_frusca_RaidFinished2,"BeginConversation hegtales_frusca

$global.hegtales_Quest3_SET_THE_BEACON = true
Call $global.hegtales_Quest3_ref updateStage

$global.raidedfrusca = true

#$option = cutCommLinkNoText 0
#FireBest DialogOptionSelected","""So, that's how you treat the people you need help from, huh?"" He spits out a broken tooth, the sound of it hitting the deck adding weight to his words.

""The satellite you're looking for is in a warehouse, not far from the place you blew up. Activate it, and it’ll send a signal to Isaias. He’s a Diktat Lieutenant running a smuggling ring with some of the pirates around here. That’s how they usually summon him. Once the signal’s sent, he’ll come to you.'

Frusca struggles with his binds. ""Now, can you unbind me and take me back to Umbra? I’ve got more work to do.""","hegtales_frusca_RaidKill:""Space him.""
hegtales_frusca_RaidLive:""Let him go.""",
hegtales_Quest3_frusca_RaidKill,DialogOptionSelected,$option == hegtales_frusca_RaidKill,"$option = cutCommLinkNoText 0
AddTextSmall ""You get the feeling Corby is going to hear about this."" grey
AdjustRepPerson hegtales_corby HOSTILE -100
SetPersonHidden hegtales_frusca true
FireBest DialogOptionSelected","The old pirate simply accepts his fate as your men take him away, not resisting although he says one last thing.

""Corby isn't going to be happy about this.""",,
hegtales_Quest3_frusca_RaidLive,DialogOptionSelected,$option == hegtales_frusca_RaidLive,"$option = cutCommLinkNoText 0
AdjustRepPerson hegtales_corby VENGEFUL -50
FireBest DialogOptionSelected","He seems relieved at your words, simply gesturing to his binds.

""I will tell Corby about this...""

""AND HE STILL OWES ME THE MONEY, EVEN MORE NOW!""

You proceed to leave him on the planet below.",,
hegtales_Quest3_frusca_DisableRaidIfNeeded,hegtales_Quest3CheckHostilesNearby,HostileFleetNearbyAndAware,"SetEnabled hegtales_Quest3_preRaid false
SetTooltip hegtales_Quest3_preRaid ""A nearby hostile fleet is tracking your movements, making a ground operation impossible.""",,,
,,,,,,
,,,,,,
,,,,,,
hegtales_Quest3_sat_setting,PopulateOptions,"$hasMarket
$market.id == umbra
$menuState == main
$global.hegtales_Quest3_SET_THE_BEACON
!$satset",SetOptionColor setumbrasatellite highlight,,0:setumbrasatellite:Set up Frusca's Satellite,
hegtales_Quest3_sat_set,DialogOptionSelected,$option == setumbrasatellite,"AddTextSmall ""Launching the satellite will undoubtedly draw the Sindrian Diktat attention, most likely turning them hostile and forcing you into conflict with their forces."" gray","Your crew works efficiently, preparing the satellite in your ship's hold. Engineers double-check its systems and readiness, ensuring it’s primed to be launched into orbit. 

The comms officer approaches, their expression in their usual cheery self. ""Captain, the satellite is ready. Once deployed and activated, it will transmit the signal to summon the Diktat fleet.""","setumbrasatellite_yes:Activate the Sat.
setumbrasatellite_no:Not now.",
hegtales_Quest3_sat_set_yes,DialogOptionSelected,$option == setumbrasatellite_yes,"$global.hegtales_Quest3_FIGHT_ISAIAS = true
Call $global.hegtales_Quest3_ref updateStage

$satset = true

ActivateAbility $player.fleetId sensor_burst

FireAll PopulateOptions","The satellite hums to life as it drifts into orbit, its signal pulsing out across the void. Your crew monitors the transmission.
 
""Captain, it's him. The ship matches Isaias's profile. He's on his way."" One of the officers in the bridge speaks out.

Now all that remains is to wait.",,
hegtales_Quest3_sat_set_no,DialogOptionSelected,$option == setumbrasatellite_no,FireAll PopulateOptions,"Your crew exchanges glances, their expressions a mixture of disappointment and frustration as they halt the preparations. 

Some crew members shake their heads, while others simply return to their stations.",,
,,,,,,
,,,,,,
,,,,,,
# Isaias Encounter,,,,,,
hegtales_Quest3Isaias,BeginFleetEncounter,"$hegtales_Quest3_isaias_spawn score:1000
!$encounteredIsaiasAlready","$encounteredIsaiasAlready = true
FleetDesc
HailPlayer",,,
hegtales_Quest3IsaiasGreeting,OpenCommLink,$entity.hegtales_Quest3_isaias_spawn score:1000,FireAll hegtales_Quest3IsaiasOptions,"Your comms connect to that of the Sindrian before you.

After some flickering from the screen, a surprisingly decorated bridge appears before you, with a bored looking $personRank sitting before you.

""Hello! We demand that you take your vessel to a respectful distance away from us."" With a yawn, the Sindrian goes to turn off the comms, but pauses after noticing something on a screen. ""Wait a minute... Something tells me you aren't just out here to see the stars.""",,
hegtales_Quest3IsaiasHubReturn,DialogOptionSelected,$option == hegtales_Quest2_tritachHubReturn,FireAll hegtales_Quest2MercHubOptions,,,
hegtales_Quest3IsaiasOption1,hegtales_Quest3IsaiasOptions,,,,"hegtales_Quest3IsaiasOption1_2:""We are just looking for something.""",
hegtales_Quest3IsaiasOptionDefectum,hegtales_Quest3IsaiasOptions,,,,"hegtales_Quest3IsaiasDefectum2:""Can you tell me where Defectum is?""",
hegtales_Quest3IsaiasOption2,hegtales_Quest3IsaiasOptions,,,,"hegtales_Quest3IsaiasOption2_2:""You are looking for the next shipment?""",
hegtales_Quest3IsaiasOption22,hegtales_Quest3IsaiasOptions,,,,"hegtales_Quest3IsaiasEndHostile:""We are just leaving.""",
hegtales_Quest3IsaiasOption3,hegtales_Quest3IsaiasOptions,,"MakeOtherFleetHostile true
MakeOtherFleetAggressive true
$entity.ignorePlayerCommRequests = true
MakeOtherFleetPreventDisengage true",,"cutCommLinkNoText:""Power up your weapons""",
,,,,,,
hegtales_Quest3IsaiasOption1Hegemony,DialogOptionSelected,"RepGTE hegemony WELCOMING
$option == hegtales_Quest3IsaiasOption1_2","MakeOtherFleetHostile true
MakeOtherFleetAggressive true
$entity.ignorePlayerCommRequests = true
MakeOtherFleetPreventDisengage true","""What are you... hey, I recognize your face."" The $personRank motions to some of his officers, sitting up straighter as he looks at you.

""Yeah, I know you, you are helping the Hegemony."" With a grin, he makes more motions to his crew, signaling what could only be the warming of weapons.

""You know, I really should thank you. The brass love to hand out promotions to those who take out terrorists like you. They think it makes them look good. You won't die in vain, don't worry."" 

With that, the comms are cut, and you're left facing a battle.",cutCommLink:Cut the comm link,
hegtales_Quest3IsaiasOption2_2,DialogOptionSelected,$option == hegtales_Quest3IsaiasOption2_2,"SetEnabled hegtales_Quest3IsaiasDrugAccept false
SetTooltip hegtales_Quest3IsaiasDrugAccept ""You do not have 200 units of Recreational drugs.""
FireBest hegtalesQuest3IsaiasDrugscheck","Isaias’s expression shifts subtly, his demeanor changing as he realizes he’s speaking to someone new, likely a smuggler, rather than yet another bumbling pirate or independent convoy.

""Yes, do you have it?"" he continues, ""You don’t know how much of a headache it is convincing the higher-ups to authorize my trips out here on short notice. Just send me the 200 units, and I’ll pay the usual rates.""

His eyes narrow slightly. He's really twitchy.","hegtales_Quest3IsaiasDrugAccept:Send him the 200 units of Recreational Drugs
hegtales_Quest3IsaiasEndHostile:Tell him that you aren't giving him drugs",
